"V1"
-311.097534685935
-68.4794129580038
289.72112996217
-435.731604182807
46.8930673493233
-27.363154109037
474.878694728848
-367.406107721141
-213.32963977246
-98.646458227335
171.667783562743
54.8130095905871
-203.330102674332
594.418863733872
213.1496592301
84.4976553053011
98.1351936547477
-313.334123299839
53.8211365460938
-366.795417632771
-19.6004316216012
327.477756530568
-494.831609521226
161.923808980667
97.8298798620893
-607.852661013661
269.460835171552
370.867097092526
-299.064431914881
267.359669572416
-165.657814623964
36.0007481251526
153.880003733074
-31.1394303625614
98.4921451005436
206.666415698854
-81.1030327927977
-91.6159863106038
159.180626567952
-330.821471825661
-167.848563094319
-136.96619052716
-456.327038059786
399.269582951995
-285.266664211565
-65.5719312435744
-501.047262047084
-331.626516235815
276.836481171902
-36.9660830947198
